store,websites,attribute_set,type,category_ids,sku,has_options,name,meta_title,meta_description,url_key,url_path,custom_design,page_layout,options_container,country_of_manufacture,msrp_enabled,msrp_display_actual_price_type,gift_message_available,kitnekaa_product_code,country_of_origin,condition,minimum_order_quantity,minimum_order_unit,brand,kitnekaa_manufacturer,seller,price,special_price,weight,msrp,status,is_recurring,visibility,tax_class_id,bea_bore_diameter_in_mm,bea_diameter_in_mm,bea_plate_thickness_in_mm,description,short_description,meta_keyword,custom_layout_update,special_from_date,special_to_date,news_from_date,news_to_date,custom_design_from,custom_design_to,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,low_stock_date,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,stock_status_changed_automatically,use_config_enable_qty_increments,product_name,store_id,product_type_id,product_status_changed,product_changed_websites
admin,base,Bearings,simple,154,791.054.00,0,Bearing D80 D40,,,791-054-00,791-054-00.html,,No layout updates,Product Info Column, ,Use config,Use config,No,406,Italy,New,10,Piece(s),CMT,CMT Utensili,Total Tools & Equipment (P) Ltd.,21711.6,21711.6,0.21,,Enabled,No,"Catalog, Search",None,40,80,18,Bearing B=40  D=80  T=18,Bearing B=40  D=80  T=18,,,9/7/2015 0:00,,,,,,100,0,1,0,0,1,1,1,0,1,1,,1,1,0,1,0,1,0,1,0,0,0,1,Bearing D80 D40,0,simple,,
