store,websites,attribute_set,type,category_ids,sku,has_options,name,meta_title,meta_description,thumbnail,url_key,url_path,custom_design,page_layout,options_container,image_label,small_image_label,country_of_manufacture,msrp_enabled,msrp_display_actual_price_type,gift_message_available,kitnekaa_product_code,manufacturer_product_code,country_of_origin,condition,minimum_order_quantity,minimum_order_unit,brand,kitnekaa_manufacturer,seller,price,special_price,weight,msrp,status,is_recurring,visibility,tax_class_id,bre_diameter_in_mm,bre_bore_diameter_in_mm,description,short_description,meta_keyword,custom_layout_update,special_from_date,special_to_date,news_from_date,news_to_date,custom_design_from,custom_design_to,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,low_stock_date,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,stock_status_changed_automatically,use_config_enable_qty_increments,product_name,store_id,product_type_id,product_status_changed,product_changed_websites
admin,base,Bore Reducers,simple,155,699.040.32,0,Bore Reducers 40-32 mm,,,,699-040-32,699-040-32.html,,No layout updates,Product Info Column,,, ,Use config,Use config,No,407,699.040.32,Italy,New,10,Piece(s),CMT,CMT Utensili,Total Tools & Equipment (P) Ltd.,2597.4,2597.4,0.12,,Enabled,No,"Catalog, Search",None,40,32,Bore Reducers D40 B32 mm,Bore Reducers D40 B32 mm,,,9/7/2015 0:00,,,,,,100,0,1,0,0,1,1,1,0,1,1,,1,1,0,1,0,1,0,1,0,0,0,1,Bore Reducers 40-32 mm,0,simple,,
